Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
868,2009,Skoda,Skoda Superb Elegance 1.8 TSI AT,Superb,345000.0,95000.0,Petrol,Hyderabad,27,12.0
869,2008,Hyundai,Hyundai Verna Xi,Verna,295000.0,82000.0,Petrol,Hyderabad,14,13.0
870,2014,Honda,Honda City SV Diesel,City,575000.0,85000.0,Diesel,Hyderabad,7,7.0
871,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1250000.0,75000.0,Diesel,Hyderabad,24,3.0
872,2012,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,535000.0,98000.0,Diesel,Hyderabad,14,9.0
873,2014,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXI,Wagon,365000.0,45000.0,Petrol,Hyderabad,32,7.0
874,2011,Maruti Suzuki,Maruti Suzuki Alto K10 LXi,Alto,215000.0,82000.0,Petrol,Hyderabad,32,10.0
875,2017,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,585000.0,49000.0,Petrol,Hyderabad,32,4.0
876,2011,Maruti Suzuki,Maruti Suzuki Ritz Ldi BS-IV,Ritz,340000.0,72000.0,Diesel,Hyderabad,32,10.0
877,2004,Toyota,Toyota Qualis GS G1,Qualis,240000.0,209616.0,Diesel,Hyderabad,1,17.0
878,2008,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,250000.0,120424.0,Diesel,Hyderabad,32,13.0
879,2016,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1030000.0,65650.0,Petrol,Hyderabad,14,5.0
880,2017,Hyundai,Hyundai Tucson GLS 2WD AT Petrol,Tucson,1530000.0,80000.0,Petrol,Hyderabad,14,4.0
881,2016,Toyota,Toyota Etios GD,Etios,670000.0,81000.0,Diesel,Hyderabad,1,5.0
882,2013,Volkswagen,Volkswagen Vento Comfortline Diesel,Vento,445000.0,77000.0,Diesel,Hyderabad,3,8.0
883,2015,Audi,Audi Q5 3.0 TDI quattro Premium Plus,Q5,2850000.0,550000.0,Diesel,Hyderabad,10,6.0
884,2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000.0,126000.0,Diesel,Hyderabad,32,7.0
885,2012,Mahindra,Mahindra XUV500 W8,XUV500,625000.0,122833.0,Diesel,Hyderabad,24,9.0
886,2016,Jaguar,Jaguar XJ L 3.0 Portfolio,XJ,6850000.0,46000.0,Diesel,Hyderabad,40,5.0
887,2018,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2950000.0,86000.0,Diesel,Hyderabad,8,3.0
888,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,930000.0,98000.0,Diesel,Hyderabad,32,3.0
889,2010,Hyundai,Hyundai Verna CRDI VGT SX 1.5,Verna,380000.0,86000.0,Diesel,Hyderabad,14,11.0
890,2011,Toyota,Toyota Fortuner 3.0 MT,Fortuner,1250000.0,136000.0,Diesel,Hyderabad,1,10.0
891,2016,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,1925000.0,87000.0,Diesel,Hyderabad,1,5.0
892,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,650000.0,24000.0,Petrol,Hyderabad,14,5.0
893,2014,Hyundai,Hyundai Xcent S 1.1 CRDi Special Edition,Xcent,450000.0,57000.0,Diesel,Hyderabad,14,7.0
894,2021,Mahindra,Mahindra Thar LX 4-STR Hard Top Petrol AT,Thar,2300000.0,6000.0,Petrol,Hyderabad,24,0.0
895,2011,Volkswagen,Volkswagen Vento Trendline Diesel,Vento,365000.0,96000.0,Diesel,Hyderabad,3,10.0
896,2017,Mercedes-Benz,Mercedes-Benz GLC 220 d Sport,GLC,4300000.0,57000.0,Diesel,Hyderabad,2,4.0
897,2016,Mercedes-Benz,Mercedes-Benz GLA 200 CDI Sport,GLA,2199000.0,60000.0,Diesel,Hyderabad,2,5.0
898,2015,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2100000.0,67700.0,Diesel,Hyderabad,10,6.0
899,2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2450000.0,52000.0,Diesel,Hyderabad,1,3.0
900,2020,Kia,Kia Seltos GTX Plus AT 1.4 [2019-2020],Seltos,1900000.0,31000.0,Petrol,Hyderabad,20,1.0
901,2018,Honda,Honda Amaze 1.2 VX i-VTEC,Amaze,819999.9999999999,17774.0,Petrol,Hyderabad,7,3.0
902,2014,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,315000.0,21000.0,Petrol,Hyderabad,32,7.0
903,2015,Hyundai,Hyundai Elite i20 Asta 1.2,Elite,630000.0,70000.0,Petrol,Hyderabad,14,6.0
904,2013,Honda,Honda Amaze 1.2 S i-VTEC,Amaze,450000.0,46888.0,Petrol,Hyderabad,7,8.0
905,2012,Tata,Tata Indica Vista LX TDI BS-III,Indica,255000.0,75000.0,Diesel,Hyderabad,40,9.0
906,2012,Renault,Renault Duster 85 PS RxL Diesel,Duster,430000.0,77000.0,Diesel,Hyderabad,15,9.0
907,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi Plus,Vitara,990000.0,105000.0,Diesel,Hyderabad,32,4.0
908,2018,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,660000.0,33000.0,Petrol,Hyderabad,32,3.0
909,2020,Mahindra,Mahindra Scorpio S7 140 2WD 7 STR,Scorpio,1689999.9999999998,3700.0,Diesel,Hyderabad,24,1.0
910,2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,345000.0,92000.0,Diesel,Hyderabad,32,12.0
911,2009,Maruti Suzuki,Maruti Suzuki Swift LXi,Swift,325000.0,81000.0,Petrol,Hyderabad,32,12.0
912,2010,Mahindra,Mahindra Scorpio SLE BS-III,Scorpio,600000.0,82000.0,Diesel,Hyderabad,24,11.0
913,2017,Audi,Audi Q3 30 TDI Premium FWD,Q3,2400000.0,100568.0,Diesel,Hyderabad,10,4.0
914,2017,Audi,Audi Q3 30 TDI Premium FWD,Q3,2400000.0,100568.0,Diesel,Hyderabad,10,4.0
915,2015,Maruti Suzuki,Maruti Suzuki Swift Dzire LXI,Swift,560000.0,12208.0,Petrol,Hyderabad,32,6.0
916,2010,Skoda,Skoda Laura Ambiente 1.9 TDI AT,Laura,420000.0,80084.0,Diesel,Hyderabad,27,11.0
917,2012,Volkswagen,Volkswagen Polo Comfortline 1.2L (D),Polo,420000.0,75893.0,Diesel,Hyderabad,3,9.0
918,2015,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,385000.0,71000.0,Petrol,Hyderabad,32,6.0
919,2013,Maruti Suzuki,Maruti Suzuki Swift ZDi,Swift,490000.00000000006,83000.0,Diesel,Hyderabad,32,8.0
920,2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,295000.0,82000.0,Diesel,Hyderabad,32,12.0
921,2011,BMW,BMW X1 sDrive20d,X1,1095000.0,84000.0,Diesel,Hyderabad,4,10.0
922,2014,Honda,Honda City V Diesel,City,590000.0,85000.0,Diesel,Hyderabad,7,7.0
923,2018,Tata,Tata Safari Storme 2019 2.2 VX 4x2 Varicor400,Safari,999000.0,194000.0,Diesel,Hyderabad,40,3.0
924,2015,Hyundai,Hyundai Creta 1.4 S,Creta,1050000.0,99000.0,Diesel,Hyderabad,14,6.0
925,2015,Hyundai,Hyundai Elite i20 Asta 1.2,Elite,525000.0,129804.0,Petrol,Hyderabad,14,6.0
926,2011,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,445000.0,72000.0,Diesel,Hyderabad,14,10.0
927,2005,Toyota,Toyota Corolla H2 1.8E,Corolla,245000.00000000003,174000.0,Petrol,Hyderabad,1,16.0
928,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi CNG,Wagon,320000.0,65000.0,CNG + 1,Hyderabad,32,9.0
929,2015,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,570000.0,63000.0,Petrol,Hyderabad,32,6.0
930,2015,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,425000.0,57000.0,Petrol,Hyderabad,32,6.0
931,2018,Maruti Suzuki,Maruti Suzuki Dzire VXi AMT,Dzire,745000.0,30100.0,Petrol,Hyderabad,32,3.0
932,2018,BMW,BMW 3 Series 320d Edition Sport,3,3200000.0,24000.0,Diesel,Hyderabad,4,3.0
933,2010,Hyundai,Hyundai Santro Xing GLS,Santro,265000.0,69000.0,Petrol,Hyderabad,14,11.0
934,2016,Mercedes-Benz,Mercedes-Benz GL 350 CDI,GL,4500000.0,100000.0,Diesel,Hyderabad,2,5.0
935,2013,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt,Verna,585000.0,72000.0,Diesel,Hyderabad,14,8.0
936,2016,Maruti Suzuki,Maruti Suzuki Swift Dzire VXI,Swift,625000.0,88000.0,Petrol,Hyderabad,32,5.0
937,2020,Kia,Kia Seltos GTX Plus 1.4 [2020-2021],Seltos,1950000.0,16000.0,Petrol,Hyderabad,20,1.0
938,2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi CNG,Wagon,320000.0,65000.0,CNG + 1,Hyderabad,32,9.0
939,2009,Honda,Honda City 1.5 S MT,City,385000.0,121580.0,Petrol,Hyderabad,7,12.0
940,2013,Mahindra,Mahindra XUV500 W8,XUV500,680000.0,93000.0,Diesel,Hyderabad,24,8.0
941,2008,Hyundai,Hyundai i10 Magna,i10,240000.0,59000.0,Petrol,Hyderabad,14,13.0
942,2013,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,460000.0,87000.0,Diesel,Hyderabad,14,8.0
943,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Vitara,795000.0,47600.0,Diesel,Hyderabad,32,4.0
944,2010,Maruti Suzuki,Maruti Suzuki Swift VDi BS-IV,Swift,295000.0,82000.0,Diesel,Hyderabad,32,11.0
945,2016,Maruti Suzuki,Maruti Suzuki Swift Dzire ZDI AMT,Swift,699000.0,86000.0,Diesel,Hyderabad,32,5.0
946,2019,Tata,Tata Hexa XTA 4x2 7 STR,Hexa,1775000.0,27000.0,Diesel,Hyderabad,40,2.0
947,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza LDi (O) [2016-2018],Vitara,875000.0,86000.0,Diesel,Hyderabad,32,3.0
948,2009,BMW,BMW 3 Series 320d Highline Sedan,3,894999.9999999999,144000.0,Diesel,Hyderabad,4,12.0
949,2015,Hyundai,Hyundai Creta 1.6 SX,Creta,950000.0,68000.0,Diesel,Hyderabad,14,6.0
950,2016,Skoda,Skoda Superb L&K TSI AT,Superb,1930000.0,67000.0,Petrol,Hyderabad,27,5.0
951,2016,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,650000.0,82000.0,Petrol,Hyderabad,32,5.0
952,2015,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,795000.0,91000.0,Diesel,Hyderabad,32,6.0
953,2010,Maruti Suzuki,Maruti Suzuki Swift Dzire VDi BS-IV,Swift,355000.0,83000.0,Diesel,Hyderabad,32,11.0
954,2013,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1750000.0,85349.0,Diesel,Hyderabad,10,8.0
955,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,695000.0,106000.0,Diesel,Hyderabad,8,5.0
956,2019,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000.0,13470.0,Petrol,Hyderabad,14,2.0
957,2018,Renault,Renault Captur RXT Diesel Dual Tone,Captur,1050000.0,43000.0,Diesel,Hyderabad,15,3.0
958,2020,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi (Airbag) [2012-2015],Alto,395000.0,1600.0,Petrol,Hyderabad,32,1.0
959,2013,Porsche,Porsche Cayenne Diesel,Cayenne,3900000.0,87000.0,Diesel,Hyderabad,5,8.0
960,2014,Jaguar,Jaguar XF Petrol 2.0,XF,2195000.0,71000.0,Petrol,Hyderabad,40,7.0
961,2016,Hyundai,Hyundai Xcent S 1.1 CRDi,Xcent,430000.0,127000.0,Diesel,Hyderabad,14,5.0
962,2017,Tata,Tata Hexa XT 4x2 7 STR,Hexa,1200000.0,160015.0,Diesel,Hyderabad,40,4.0
963,2014,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,725000.0,50781.0,Diesel,Hyderabad,14,7.0
964,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi,Vitara,990000.0,41000.0,Diesel,Hyderabad,32,2.0
965,2012,Tata,Tata Nano LX,Nano,95000.0,31000.0,Petrol,Hyderabad,40,9.0
966,2017,Hyundai,Hyundai Creta 1.6 SX Plus Special Edition,Creta,1035000.0,56462.0,Diesel,Hyderabad,14,4.0
967,2017,Honda,Honda City V Petrol [2017-2019],City,775000.0,44150.0,Petrol,Hyderabad,7,4.0
968,2019,Hyundai,Hyundai Creta SX 1.6 Petrol,Creta,1285000.0,20000.0,Petrol,Hyderabad,14,2.0
969,2016,Honda,Honda City SV Diesel,City,775000.0,66000.0,Diesel,Hyderabad,7,5.0
970,2015,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,550000.0,68000.0,Petrol,Hyderabad,3,6.0
971,2012,Skoda,Skoda Yeti Ambition 2.0 TDI CR 4x2,Yeti,675000.0,95000.0,Diesel,Hyderabad,27,9.0
972,2017,Maruti Suzuki,Maruti Suzuki Ciaz ZDi+ SHVS RS [2015-2017],Ciaz,795000.0,54000.0,Diesel,Hyderabad,32,4.0
973,2012,Nissan,Nissan Sunny XL,Sunny,370000.0,72000.0,Petrol,Hyderabad,11,9.0
974,2011,Ford,Ford Figo Duratorq Diesel ZXI 1.4,Figo,275000.0,115000.0,Diesel,Hyderabad,8,10.0
975,2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,745000.0,46816.0,Diesel,Hyderabad,8,5.0
976,2017,Honda,Honda City VX (O) MT Diesel,City,975000.0,94000.0,Diesel,Hyderabad,7,4.0
977,2012,Skoda,Skoda Yeti Elegance 2.0 TDI CR 4x4,Yeti,675000.0,107000.0,Diesel,Hyderabad,27,9.0
978,2015,Mahindra,Mahindra Quanto C8,Quanto,450000.0,80000.0,Diesel,Hyderabad,24,6.0
979,2007,Honda,Honda Accord 3.0 V6 AT,Accord,450000.0,110000.0,Petrol,Hyderabad,7,14.0
980,2010,Ford,Ford Endeavour 3.0L 4x4 AT,Endeavour,685000.0,115000.0,Diesel,Hyderabad,8,11.0
981,2020,Hyundai,Hyundai Creta SX (O) 1.5 Diesel,Creta,1890000.0,23906.0,Diesel,Hyderabad,14,1.0
982,2017,Mahindra,Mahindra Thar CRDe 4x4 AC1,Thar,875000.0,76000.0,Diesel,Hyderabad,24,4.0
983,2018,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,625000.0,43000.0,Petrol,Hyderabad,14,3.0
984,2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1875000.0,142000.0,Diesel,Hyderabad,1,3.0
985,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000.0,10000.0,Petrol,Chennai,14,2.0
986,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000.0,8000.0,Diesel,Chennai,8,0.0
987,2013,Hyundai,Hyundai i20 Magna 1.4 CRDI,i20,410000.0,83000.0,Diesel,Chennai,14,8.0
988,2013,Honda,Honda Amaze 1.5 S i-DTEC,Amaze,425000.0,100000.0,Diesel,Chennai,7,8.0
989,2016,Mercedes-Benz,Mercedes-Benz GLC 220 d Sport,GLC,3490000.0,38000.0,Diesel,Chennai,2,5.0
990,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000.0,76000.0,Diesel,Chennai,10,6.0
991,2004,Toyota,Toyota Camry ACV30R,Camry,500000.0,70500.0,Petrol,Chennai,1,17.0
992,2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000.0,60000.0,Petrol,Chennai,8,8.0
993,2019,Honda,Honda Jazz VX CVT Petrol,Jazz,900000.0,11505.0,Petrol,Chennai,7,2.0
994,2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2150000.0,7686.0,Diesel,Chennai,1,3.0
995,2019,Honda,Honda Jazz VX Petrol,Jazz,900000.0,1664.0,Petrol,Chennai,7,2.0
996,2016,Hyundai,Hyundai Creta 1.6 SX,Creta,1090000.0,69138.0,Diesel,Chennai,14,5.0
997,2020,Toyota,Toyota Innova Crysta 2.4 ZX AT 7 STR,Innova,2790000.0,2762.0,Diesel,Chennai,1,1.0
998,2017,Honda,Honda WR-V VX MT Petrol,WR-V,800000.0,4593.0,Petrol,Chennai,7,4.0
999,2015,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000.0,75000.0,Diesel,Chennai,32,6.0
1000,2013,Toyota,Toyota Innova 2.5 VX 8 STR BS-III,Innova,1100000.0,107000.0,Diesel,Chennai,1,8.0
1001,2016,Honda,Honda City SV Diesel,City,810000.0,62000.0,Diesel,Chennai,7,5.0
1002,2008,Hyundai,Hyundai Santro Xing GLS,Santro,170000.0,63000.0,Petrol,Chennai,14,13.0
1003,2014,Renault,Renault Duster RXL Petrol,Duster,565000.0,25000.0,Petrol,Chennai,15,7.0
1004,2015,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,400000.0,40000.0,Petrol,Chennai,14,6.0
1005,2018,Hyundai,Hyundai Verna 1.6 CRDI SX,Verna,1025000.0,40000.0,Diesel,Chennai,14,3.0
1006,2010,Tata,Tata Nano LX,Nano,80000.0,10001.0,Petrol,Chennai,40,11.0
1007,2016,Mahindra,Mahindra TUV300 T8 AMT mHAWK100,TUV300,875000.0,38000.0,Diesel,Chennai,24,5.0
1008,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,1150000.0,14000.0,Diesel,Chennai,32,2.0
1009,2019,Honda,Honda Jazz VX Petrol,Jazz,790000.0,11000.0,Petrol,Chennai,7,2.0
1010,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000.0,29000.0,Diesel,Chennai,24,3.0
1011,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000.0,2000.0,Petrol,Chennai,24,1.0
1012,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000.0,24800.0,Petrol,Chennai,14,2.0
1013,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000.0,25000.0,Diesel,Chennai,24,1.0
1014,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000.0,46000.0,Diesel,Chennai,7,4.0
1015,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000.0,20000.0,Diesel,Chennai,8,3.0
1016,2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000.0,25000.0,Diesel,Chennai,24,1.0
1017,2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000.0,20000.0,Diesel,Chennai,8,3.0
1018,2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000.0,8000.0,Diesel,Chennai,8,0.0
1019,2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000.0,46000.0,Diesel,Chennai,7,4.0
1020,2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000.0,10000.0,Petrol,Chennai,14,2.0
1021,2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI MT,Rapid,1175000.0,10000.0,Petrol,Chennai,27,2.0
1022,2019,Jeep,Jeep Compass Limited Plus Petrol AT [2018-2020],Compass,2190000.0,24000.0,Petrol,Chennai,19,2.0
1023,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000.0,29000.0,Diesel,Chennai,24,3.0
1024,2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000.0,24800.0,Petrol,Chennai,14,2.0
1025,2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000.0,2000.0,Petrol,Chennai,24,1.0
1026,2014,Honda,Honda City VX CVT,City,790000.0,20000.0,Petrol,Chennai,7,7.0
1027,2015,Volkswagen,Volkswagen Vento Highline Diesel,Vento,620000.0,54000.0,Diesel,Chennai,3,6.0
1028,2010,Maruti Suzuki,Maruti Suzuki Ritz VXI BS-IV,Ritz,285000.0,72000.0,Petrol,Chennai,32,11.0
1029,2014,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1850000.0,72000.0,Diesel,Chennai,10,7.0
1030,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000.0,5700.0,Petrol,Chennai,14,5.0
1031,2014,Mahindra,Mahindra Bolero SLX BS IV,Bolero,540000.0,180000.0,Diesel,Chennai,24,7.0
1032,2018,Hyundai,Hyundai Creta S 1.6 AT CRDi,Creta,1250000.0,40000.0,Diesel,Chennai,14,3.0
1033,2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000.0,60000.0,Petrol,Chennai,8,8.0
1034,2012,Honda,Honda City 1.5 E MT,City,525000.0,40000.0,Petrol,Chennai,7,9.0
1035,2012,Honda,Honda City 1.5 V AT,City,750000.0,65000.0,Petrol,Chennai,7,9.0
1036,2011,Honda,Honda City 1.5 S AT,City,490000.00000000006,80000.0,Petrol,Chennai,7,10.0
1037,2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000.0,33000.0,Petrol,Chennai,14,2.0
1038,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000.0,11500.0,Petrol,Chennai,15,1.0
1039,2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000.0,40000.0,Diesel,Chennai,9,2.0
1040,2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000.0,33000.0,Petrol,Chennai,14,2.0
1041,2019,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2450000.0,26000.0,Diesel,Chennai,1,2.0
1042,2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000.0,11500.0,Petrol,Chennai,15,1.0
1043,2011,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI,C-Class,1250000.0,97000.0,Diesel,Chennai,2,10.0
1044,2007,Honda,Honda CR-V 2.4 MT,CR-V,475000.0,120000.0,Petrol,Chennai,7,14.0
1045,2021,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000.0,2000.0,Petrol,Chennai,14,0.0
1046,2005,Mercedes-Benz,Mercedes-Benz C-Class 200 K AT,C-Class,550000.0,74000.0,Petrol,Chennai,2,16.0
1047,2014,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000.0,78000.0,Diesel,Chennai,40,7.0
1048,2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000.0,57000.0,Petrol,Chennai,14,5.0
1049,2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,600000.0,66000.0,Petrol,Chennai,3,6.0
1050,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,700000.0,50000.0,Petrol,Chennai,3,6.0
1051,2011,Ford,Ford Fiesta ZXi 1.6,Fiesta,290000.0,55000.0,Petrol,Chennai,8,10.0
1052,2014,BMW,BMW 3 Series 320d Sport Line,3,2250000.0,55000.0,Diesel,Chennai,4,7.0
1053,2016,BMW,BMW 7 Series 730Ld DPE (CBU),7,5650000.0,54000.0,Diesel,Chennai,4,5.0
1054,2019,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,5190000.0,53000.0,Diesel,Chennai,4,2.0
1055,2016,Mercedes-Benz,Mercedes-Benz S-Class S 350 CDI,S-Class,5850000.0,70000.0,Diesel,Chennai,2,5.0
1056,2014,Volkswagen,Volkswagen Vento Highline Diesel,Vento,575000.0,86000.0,Diesel,Chennai,3,7.0
1057,2011,Honda,Honda Accord 2.4 AT,Accord,750000.0,65000.0,Petrol,Chennai,7,10.0
1058,2017,Jaguar,Jaguar F-Pace Prestige [2016-2017],F-Pace,4500000.0,56500.0,Diesel,Chennai,40,4.0
1059,2018,Volvo,Volvo XC90 D5 AWD,XC90,4200000.0,141900.0,Diesel,Chennai,9,3.0
1060,2011,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1200000.0,44000.0,Diesel,Chennai,10,10.0
1061,2018,Jeep,Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Compass,1650000.0,39500.0,Diesel,Chennai,19,3.0
1062,2004,Toyota,Toyota Camry ACV30R,Camry,500000.0,70500.0,Petrol,Chennai,1,17.0
1063,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,950000.0,25000.0,Petrol,Chennai,32,3.0
1064,2016,Mercedes-Benz,Mercedes-Benz S-Class S 350 CDI,S-Class,5850000.0,70000.0,Diesel,Chennai,2,5.0
1065,2012,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1200000.0,108000.0,Diesel,Chennai,1,9.0
1066,2017,Jaguar,Jaguar F-Pace Prestige [2016-2017],F-Pace,4500000.0,56500.0,Diesel,Chennai,40,4.0
1067,2014,BMW,BMW 3 Series 320d Luxury Line,3,2250000.0,55000.0,Diesel,Chennai,4,7.0
1068,2018,Volvo,Volvo XC90 D5 AWD,XC90,4200000.0,141900.0,Diesel,Chennai,9,3.0
1069,2011,Ford,Ford Fiesta ZXi 1.6,Fiesta,290000.0,55000.0,Petrol,Chennai,8,10.0
1070,2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3550000.0,80400.0,Diesel,Chennai,18,4.0
1071,2015,BMW,BMW 7 Series 730Ld,7,3800000.0,40500.0,Diesel,Chennai,4,6.0
1072,2018,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,4900000.0,39000.0,Diesel,Chennai,4,3.0
1073,2007,BMW,BMW 6 Series 645i,6,1800000.0,30900.0,Petrol,Chennai,4,14.0
1074,2014,Mahindra,Mahindra XUV500 W8 AWD,XUV500,1050000.0,58200.0,Diesel,Chennai,24,7.0
1075,2015,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,950000.0,79900.0,Diesel,Chennai,14,6.0
1076,2016,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,610000.0,15000.0,Petrol,Chennai,32,5.0
1077,2019,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2175000.0,39900.0,Diesel,Chennai,1,2.0
1078,2013,Volkswagen,Volkswagen Vento Highline Petrol,Vento,475000.0,66000.0,Petrol,Chennai,3,8.0
1079,2011,Hyundai,Hyundai i10 Asta 1.2 AT with Sunroof,i10,360000.0,22000.0,Petrol,Chennai,14,10.0
1080,2011,Volvo,Volvo XC60 D5 AWD AT,XC60,1150000.0,80000.0,Diesel,Chennai,9,10.0
1081,2012,Honda,Honda City 1.5 V MT,City,550000.0,55000.0,Petrol,Chennai,7,9.0
1082,2015,Mercedes-Benz,Mercedes-Benz CLS 250 CDI,CLS,3700000.0,24000.0,Diesel,Chennai,2,6.0
1083,2017,Toyota,Toyota Fortuner 2.8 4x2 MT [2016-2020],Fortuner,2700000.0,72000.0,Diesel,Chennai,1,4.0
1084,2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000.0,19900.0,Diesel,Chennai,24,2.0
1085,2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,600000.0,92900.0,Diesel,Chennai,8,6.0
